ts,level,code,detail
2026-04-07T23:42:14-07:00,INFO,TIME_SYNC,delta_ms=7
2026-04-07T23:42:14-07:00,INFO,SELF_TEST,level1 bid=2248.87 ask=2248.88 symbol=ETH-USDT inc_p=0.01 inc_b=1E-7 minFunds=0.1
2026-04-07T23:42:14-07:00,INFO,MARGIN_CFG,isolated=1 tradeType=MARGIN_TRADE
2026-04-07T23:42:15-07:00,INFO,MARGIN_TRUTH_BOOT,open_n=0 sym_active=0 tradeType=MARGIN_TRADE
2026-04-07T23:42:15-07:00,INFO,CANDLES_LOADED,1m=100 5m=100 close=2248.88
2026-04-07T23:42:15-07:00,INFO,STATE_LOAD,mode=FLAT avg=None qty=0 cd=0s
2026-04-07T23:42:15-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2248.88
2026-04-07T23:42:15-07:00,INFO,MARGIN_TRUTH,open_n=0 eff=0 sym_active=0 fetch_fail=0 tracked=0 query_fail=0 tradeType=MARGIN_TRADE
2026-04-07T23:42:15-07:00,INFO,HB,mode=FLAT px=2248.88 bid=2248.87 ask=2248.88 sprd=0.01 reg=CHOP p=0.38 chop=0.62 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=43.66 cd=0s obi=0.27 q_free=101.29 b_free=0.00 open=0 ws_age=9999s c1=0s c5=0s errs=0
2026-04-07T23:42:15-07:00,INFO,ORCH_NO_INTENT,reg=CHOP dir=1 p=0.38 pb=0.26 why=DIP:no_discount;TPB:p_trend_low;MOMO:p_trend_low;MOMO:atrp_low blocker_family=regime_unsuitable
2026-04-07T23:42:16-07:00,INFO,WS_UP,endpoint=wss://ws-api-spot.kucoin.com/
2026-04-07T23:42:31-07:00,INFO,HB,mode=FLAT px=2248.88 bid=2249.72 ask=2249.73 sprd=0.01 reg=CHOP p=0.38 chop=0.62 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=43.66 cd=0s obi=0.64 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=15s c5=15s errs=0
2026-04-07T23:42:45-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2248.88
2026-04-07T23:42:46-07:00,INFO,HB,mode=FLAT px=2248.88 bid=2249.72 ask=2249.73 sprd=0.01 reg=CHOP p=0.38 chop=0.62 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=43.66 cd=0s obi=0.33 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=0s c5=0s errs=0
2026-04-07T23:43:01-07:00,INFO,HB,mode=FLAT px=2249.71 bid=2249.49 ask=2249.50 sprd=0.01 reg=CHOP p=0.38 chop=0.62 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=43.66 cd=0s obi=-0.65 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=15s c5=15s errs=0
2026-04-07T23:43:16-07:00,INFO,ORCH_NO_INTENT,reg=CHOP dir=1 p=0.38 pb=0.26 why=DIP:no_discount;TPB:p_trend_low;MOMO:p_trend_low;MOMO:atrp_low blocker_family=regime_unsuitable
2026-04-07T23:43:16-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2248.35
2026-04-07T23:43:17-07:00,INFO,HB,mode=FLAT px=2248.35 bid=2248.34 ask=2248.35 sprd=0.01 reg=CHOP p=0.36 chop=0.64 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=38.36 cd=0s obi=0.50 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=1s c5=0s errs=0
2026-04-07T23:43:32-07:00,INFO,HB,mode=FLAT px=2248.34 bid=2248.34 ask=2248.35 sprd=0.01 reg=CHOP p=0.36 chop=0.64 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=38.36 cd=0s obi=0.67 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=16s c5=15s errs=0
2026-04-07T23:43:46-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2248.38
2026-04-07T23:43:47-07:00,INFO,HB,mode=FLAT px=2248.38 bid=2248.76 ask=2248.77 sprd=0.01 reg=CHOP p=0.36 chop=0.64 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=38.46 cd=0s obi=-0.40 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=1s c5=0s errs=0
2026-04-07T23:44:02-07:00,INFO,HB,mode=FLAT px=2248.66 bid=2248.13 ask=2248.14 sprd=0.01 reg=CHOP p=0.36 chop=0.64 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=38.46 cd=0s obi=0.24 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=16s c5=16s errs=0
2026-04-07T23:44:16-07:00,INFO,ORCH_NO_INTENT,reg=CHOP dir=1 p=0.36 pb=0.26 why=DIP:no_discount;TPB:p_trend_low;MOMO:p_trend_low;MOMO:atrp_low blocker_family=regime_unsuitable
2026-04-07T23:44:16-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2248.35
2026-04-07T23:44:18-07:00,INFO,HB,mode=FLAT px=2248.35 bid=2248.35 ask=2248.36 sprd=0.01 reg=CHOP p=0.35 chop=0.65 pb=0.26 dir=0 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=47.52 cd=0s obi=0.21 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=1s c5=1s errs=0
2026-04-07T23:44:33-07:00,INFO,HB,mode=FLAT px=2248.36 bid=2248.35 ask=2248.36 sprd=0.01 reg=CHOP p=0.35 chop=0.65 pb=0.26 dir=0 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=47.52 cd=0s obi=0.68 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=16s c5=16s errs=0
2026-04-07T23:44:46-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2248.96
2026-04-07T23:44:48-07:00,INFO,HB,mode=FLAT px=2248.96 bid=2248.95 ask=2248.96 sprd=0.01 reg=CHOP p=0.35 chop=0.65 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=50.74 cd=0s obi=-0.91 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=1s c5=1s errs=0
2026-04-07T23:45:04-07:00,INFO,HB,mode=FLAT px=2248.96 bid=2249.40 ask=2249.41 sprd=0.01 reg=CHOP p=0.35 chop=0.65 pb=0.26 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=50.74 cd=0s obi=-0.51 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=17s c5=17s errs=0
2026-04-07T23:45:16-07:00,INFO,ORCH_NO_INTENT,reg=CHOP dir=1 p=0.35 pb=0.26 why=DIP:no_discount;TPB:p_trend_low;MOMO:p_trend_low;MOMO:atrp_low blocker_family=regime_unsuitable
2026-04-07T23:45:17-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2248.96
2026-04-07T23:45:19-07:00,INFO,HB,mode=FLAT px=2249.58 bid=2249.61 ask=2249.62 sprd=0.01 reg=CHOP p=0.39 chop=0.61 pb=0.25 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=52.57 cd=0s obi=0.14 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=2s c5=2s errs=0
2026-04-07T23:45:34-07:00,INFO,HB,mode=FLAT px=2249.62 bid=2249.61 ask=2249.62 sprd=0.01 reg=CHOP p=0.39 chop=0.61 pb=0.25 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=52.57 cd=0s obi=-0.27 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=17s c5=17s errs=0
2026-04-07T23:45:47-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2249.75
2026-04-07T23:45:50-07:00,INFO,HB,mode=FLAT px=2249.09 bid=2249.08 ask=2249.09 sprd=0.01 reg=CHOP p=0.40 chop=0.60 pb=0.25 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=56.35 cd=0s obi=-0.85 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=2s c5=2s errs=0
2026-04-07T23:46:05-07:00,INFO,HB,mode=FLAT px=2249.97 bid=2249.97 ask=2249.98 sprd=0.01 reg=CHOP p=0.40 chop=0.60 pb=0.25 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=56.35 cd=0s obi=-0.71 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=17s c5=17s errs=0
2026-04-07T23:46:16-07:00,INFO,ORCH_NO_INTENT,reg=CHOP dir=1 p=0.40 pb=0.25 why=DIP:no_discount;TPB:p_trend_low;MOMO:p_trend_low;MOMO:atrp_low blocker_family=regime_unsuitable
2026-04-07T23:46:17-07:00,INFO,CANDLES_REFRESH,1m=100 5m=100 close=2250.00
2026-04-07T23:46:20-07:00,INFO,HB,mode=FLAT px=2250.22 bid=2249.92 ask=2249.93 sprd=0.01 reg=CHOP p=0.40 chop=0.60 pb=0.25 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=50.23 cd=0s obi=0.90 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=3s c5=2s errs=0
2026-04-07T23:46:35-07:00,INFO,HB,mode=FLAT px=2250.02 bid=2250.01 ask=2250.02 sprd=0.01 reg=CHOP p=0.40 chop=0.60 pb=0.25 dir=1 pos=0.00 side=- upnl=- avg=- hold=0s tp1=0.72% tp2=1.26% tp_mode=vol vol=0.00 norm=0.07 rsi=50.23 cd=0s obi=0.33 q_free=101.29 b_free=0.00 open=0 ws_age=0s c1=18s c5=18s errs=0
